::1 - - [23/May/2022:16:38:42 +0000] "GET /api/get-user-games/100 HTTP/1.1" 404 68 "{\"message\":\"User Game dengan ID 100 Tidak di temukan\",\"result\":null}"
::1 - - [23/May/2022:16:46:00 +0000] "POST /api/login HTTP/1.1" 200 400 "{\"id_user\":1,\"username\":\"imam\",\"email\":\"imam@mail.com\",\"password\":\"$2b$10$rHJRSeA8WdOUgvGYyo4Y1ONXurs2HbfmrTlYA4EVaLDvEAMKVndU.\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImltYW0iLCJpYXQiOjE2NTMzMjQzNjAsImV4cCI6MTY1MzMyNTI2MH0.svj0RIS8MWIiutvyqQUdR04qf7rdJIRvf_3IBFRXCM8\",\"createdAt\":\"2022-05-23T13:06:27.210Z\",\"updatedAt\":\"2022-05-23T13:06:27.210Z\"}"
::1 - - [27/May/2022:10:51:54 +0000] "GET /view/usergames/update/3 HTTP/1.1" 200 5941 -
::1 - - [27/May/2022:10:51:54 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:51:54 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:51:54 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:52:00 +0000] "PUT /view/usergames/3 HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:52:00 +0000] "GET /view HTTP/1.1" 200 7161 -
::1 - - [27/May/2022:10:52:01 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:52:01 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:52:01 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:53:39 +0000] "GET /view HTTP/1.1" 302 56 -
::1 - - [27/May/2022:10:53:39 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:10:53:39 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:53:39 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:53:41 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:53:41 +0000] "GET /view HTTP/1.1" 200 7161 -
::1 - - [27/May/2022:10:53:42 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:53:42 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:53:42 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:53:47 +0000] "GET /view/usergames/delete/3 HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:53:47 +0000] "GET /view HTTP/1.1" 200 6421 -
::1 - - [27/May/2022:10:53:47 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:53:47 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:53:47 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:54:22 +0000] "GET /view/usergames/create HTTP/1.1" 302 56 -
::1 - - [27/May/2022:10:54:22 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:10:54:22 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:54:22 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:54:26 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:54:26 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:54:26 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:54:26 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:54:26 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:54:27 +0000] "GET /view/usergames/create HTTP/1.1" 200 5760 -
::1 - - [27/May/2022:10:54:28 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:54:28 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:54:28 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:54:39 +0000] "POST /view/usergames HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:54:39 +0000] "GET /view HTTP/1.1" 200 7166 -
::1 - - [27/May/2022:10:54:39 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:54:39 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:54:39 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:55:01 +0000] "GET /view HTTP/1.1" 302 56 -
::1 - - [27/May/2022:10:55:01 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:10:55:01 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:55:01 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:55:04 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:55:04 +0000] "GET /view HTTP/1.1" 200 7166 -
::1 - - [27/May/2022:10:55:05 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:55:05 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:55:05 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:55:08 +0000] "GET /view/usergames/delete/4 HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:55:08 +0000] "GET /view HTTP/1.1" 200 6421 -
::1 - - [27/May/2022:10:55:08 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:55:08 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:55:08 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:55:32 +0000] "GET /view HTTP/1.1" 302 56 -
::1 - - [27/May/2022:10:55:32 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:10:55:32 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:55:32 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:55:34 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:55:35 +0000] "GET /view HTTP/1.1" 200 6421 -
::1 - - [27/May/2022:10:55:35 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:55:35 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:55:35 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:55:38 +0000] "GET /view/usergames/create HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:55:38 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:55:38 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:55:38 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:55:47 +0000] "POST /view/usergames HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:55:47 +0000] "GET /view HTTP/1.1" 200 7166 -
::1 - - [27/May/2022:10:55:47 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:55:47 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:55:47 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:55:52 +0000] "GET /view/usergames/delete/5 HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:55:52 +0000] "GET /view HTTP/1.1" 200 6421 -
::1 - - [27/May/2022:10:55:52 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:55:52 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:55:52 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:56:36 +0000] "GET /view HTTP/1.1" 302 56 -
::1 - - [27/May/2022:10:56:36 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:10:56:36 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:56:36 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:56:38 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:56:38 +0000] "GET /view HTTP/1.1" 200 6421 -
::1 - - [27/May/2022:10:56:38 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:56:38 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:56:38 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:56:42 +0000] "GET /view/usergames/create HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:56:43 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:56:43 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:56:43 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:56:47 +0000] "POST /view/usergames HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:56:47 +0000] "GET /view HTTP/1.1" 200 7167 -
::1 - - [27/May/2022:10:56:48 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:56:48 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:56:48 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:57:02 +0000] "GET /view/usergames/delete/6 HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:57:02 +0000] "GET /view HTTP/1.1" 200 6421 -
::1 - - [27/May/2022:10:57:26 +0000] "GET /view/usergames/delete/6 HTTP/1.1" 302 56 -
::1 - - [27/May/2022:10:57:26 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:10:57:27 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:57:27 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:57:29 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:57:29 +0000] "GET /view HTTP/1.1" 200 6421 -
::1 - - [27/May/2022:10:57:29 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:57:29 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:57:29 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:57:30 +0000] "GET /view/usergames/create HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:57:31 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:57:31 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:57:31 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:57:36 +0000] "POST /view/usergames HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:57:36 +0000] "GET /view HTTP/1.1" 200 7166 -
::1 - - [27/May/2022:10:57:36 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:57:36 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:57:36 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:10:57:43 +0000] "GET /view/usergames/delete/7 HTTP/1.1" 302 54 -
::1 - - [27/May/2022:10:57:43 +0000] "GET /view HTTP/1.1" 200 6421 -
::1 - - [27/May/2022:10:57:43 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:10:57:43 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:10:57:43 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:04:50 +0000] "GET /view HTTP/1.1" 302 56 -
::1 - - [27/May/2022:11:04:50 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:11:04:51 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:04:51 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:04:53 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:11:04:53 +0000] "GET /view HTTP/1.1" 200 6421 -
::1 - - [27/May/2022:11:04:53 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:04:53 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:04:53 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:04:55 +0000] "GET /view/usergameshistory HTTP/1.1" 200 4968 -
::1 - - [27/May/2022:11:04:56 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:04:56 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:04:56 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:01 +0000] "GET /view/usergameshistory/create HTTP/1.1" 200 5362 -
::1 - - [27/May/2022:11:05:01 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:05:01 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:05:01 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:13 +0000] "POST /view/usergameshistory HTTP/1.1" 302 88 -
::1 - - [27/May/2022:11:05:13 +0000] "GET /view/usergameshistory HTTP/1.1" 200 6258 -
::1 - - [27/May/2022:11:05:14 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:05:14 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:05:14 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:16 +0000] "GET /view/usergameshistory/create HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:17 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:05:17 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:05:17 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:25 +0000] "POST /view/usergameshistory HTTP/1.1" 302 88 -
::1 - - [27/May/2022:11:05:25 +0000] "GET /view/usergameshistory HTTP/1.1" 200 7078 -
::1 - - [27/May/2022:11:05:25 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:05:25 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:05:25 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:27 +0000] "GET /view/usergameshistory/create HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:27 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:05:27 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:05:27 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:35 +0000] "POST /view/usergameshistory HTTP/1.1" 302 88 -
::1 - - [27/May/2022:11:05:35 +0000] "GET /view/usergameshistory HTTP/1.1" 200 7898 -
::1 - - [27/May/2022:11:05:36 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:05:36 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:05:36 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:37 +0000] "GET /view/usergameshistory/create HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:38 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:05:38 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:05:38 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:46 +0000] "POST /view/usergameshistory HTTP/1.1" 302 88 -
::1 - - [27/May/2022:11:05:46 +0000] "GET /view/usergameshistory HTTP/1.1" 200 8718 -
::1 - - [27/May/2022:11:05:46 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:05:46 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:05:46 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:48 +0000] "GET /view/usergameshistory/create HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:05:48 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:05:48 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:05:48 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:06:00 +0000] "POST /view/usergameshistory HTTP/1.1" 302 88 -
::1 - - [27/May/2022:11:06:00 +0000] "GET /view/usergameshistory HTTP/1.1" 200 9538 -
::1 - - [27/May/2022:11:06:00 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:06:00 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:06:00 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:06:26 +0000] "GET /view/usergameshistory/deletebyhistory/4 HTTP/1.1" 302 88 -
::1 - - [27/May/2022:11:06:26 +0000] "GET /view/usergameshistory HTTP/1.1" 200 8718 -
::1 - - [27/May/2022:11:06:26 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:06:26 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:06:26 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:07:28 +0000] "GET /view/usergameshistory HTTP/1.1" 302 56 -
::1 - - [27/May/2022:11:07:28 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:11:07:28 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:07:28 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:07:30 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:11:07:30 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:07:30 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:07:30 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:07:30 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:07:32 +0000] "GET /view/usergameshistory HTTP/1.1" 200 8718 -
::1 - - [27/May/2022:11:07:32 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:07:32 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:07:32 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:07:56 +0000] "GET /view/usergameshistory/deletebyhistory/3 HTTP/1.1" 302 56 -
::1 - - [27/May/2022:11:07:56 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:11:07:57 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:07:57 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:07:58 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:07:58 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:07:58 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:08:01 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:11:08:01 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:08:01 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:08:01 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:08:01 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:08:03 +0000] "GET /view/usergameshistory HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:08:04 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:08:04 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:08:04 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:08:12 +0000] "GET /view/usergameshistory/deletebyhistory/2 HTTP/1.1" 302 88 -
::1 - - [27/May/2022:11:08:12 +0000] "GET /view/usergameshistory HTTP/1.1" 200 7898 -
::1 - - [27/May/2022:11:08:12 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:08:12 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:08:12 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:11:08:19 +0000] "GET /view/usergameshistory/deletebyusergame/2 HTTP/1.1" 302 88 -
::1 - - [27/May/2022:11:08:19 +0000] "GET /view/usergameshistory HTTP/1.1" 200 4968 -
::1 - - [27/May/2022:11:08:19 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:11:08:19 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:11:08:20 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:45:45 +0000] "GET / HTTP/1.1" 302 56 -
::1 - - [27/May/2022:12:45:45 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:12:45:46 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:45:46 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:45:48 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:12:45:48 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:45:49 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:45:49 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:45:49 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:45:51 +0000] "GET /view/usergameshistory HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:45:51 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:45:51 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:45:51 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:45:54 +0000] "GET /view/usergameshistory/create HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:45:54 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:45:54 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:45:54 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:46:01 +0000] "POST /view/usergameshistory HTTP/1.1" 302 88 -
::1 - - [27/May/2022:12:46:01 +0000] "GET /view/usergameshistory HTTP/1.1" 200 6258 -
::1 - - [27/May/2022:12:46:02 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:46:02 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:46:02 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:46:19 +0000] "GET /view/usergameshistory/deletebyhistory/6 HTTP/1.1" 302 88 -
::1 - - [27/May/2022:12:46:19 +0000] "GET /view/usergameshistory HTTP/1.1" 200 4968 -
::1 - - [27/May/2022:12:46:19 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:46:19 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:46:19 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:02 +0000] "GET /view/usergameshistory HTTP/1.1" 302 56 -
::1 - - [27/May/2022:12:47:02 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:12:47:02 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:47:02 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:04 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:12:47:04 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:04 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:47:04 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:47:04 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:07 +0000] "GET /view/usergameshistory HTTP/1.1" 200 4968 -
::1 - - [27/May/2022:12:47:07 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:47:07 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:47:07 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:09 +0000] "GET /view/usergameshistory/create HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:10 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:47:10 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:47:10 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:15 +0000] "POST /view/usergameshistory HTTP/1.1" 302 88 -
::1 - - [27/May/2022:12:47:15 +0000] "GET /view/usergameshistory HTTP/1.1" 200 6258 -
::1 - - [27/May/2022:12:47:15 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:47:15 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:47:15 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:17 +0000] "GET /view/usergameshistory/deletebyhistory/7 HTTP/1.1" 302 88 -
::1 - - [27/May/2022:12:47:17 +0000] "GET /view/usergameshistory HTTP/1.1" 200 4968 -
::1 - - [27/May/2022:12:47:17 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:47:17 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:47:17 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:50 +0000] "GET /view/usergameshistory HTTP/1.1" 302 56 -
::1 - - [27/May/2022:12:47:50 +0000] "GET /login HTTP/1.1" 200 1797 -
::1 - - [27/May/2022:12:47:50 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:47:51 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:52 +0000] "POST /login HTTP/1.1" 302 54 -
::1 - - [27/May/2022:12:47:52 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:52 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:47:52 +0000] "GET /login HTTP/1.1" 302 27 -
::1 - - [27/May/2022:12:47:52 +0000] "GET /view HTTP/1.1" 304 - -
::1 - - [27/May/2022:12:47:54 +0000] "GET /view/usergameshistory HTTP/1.1" 200 4968 -
::1 - - [27/May/2022:12:47:54 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [27/May/2022:12:47:54 +0000] "GET /login HTTP/1.1" 302 27 -
